Title,Author,Publisher,Description
작별하지 않는다 (한강 소설ㅣ2024년 노벨문학상 수상작가 l 2023년 메디치 외국문학상 수상),한강,문학동네,"무엇을 생각하면 견딜 수 있나
가슴에 활활 일어나는 불이 없다면
기어이 돌아가 껴안을 네가 없다면

이곳에 살았던 이들로부터 이곳에 살아 있는 이들로부터
꿈처럼 스며오는 지극한 사랑의 기억

2016년 채식주의자로 인터내셔널 부커상을 수상하고 2018년 흰으로 같은 상 최종 후보에 오른 한강 작가의 5년 만의 신작 장편소설 작별하지 않는다가 출간되었다 2019년 겨울부터 이듬해 봄까지 계간 문학동네에 전반부를 연재하면서부터 큰 관심을 모았고 그뒤 일 년여에 걸쳐 후반부를 집필하고 또 전체를 공들여 다듬는 지난한 과정을 거쳐 완성되었다 본래 눈 한 송이가 녹는 동안2015년 황순원문학상 수상작 작별2018년 김유정문학상 수상작을 잇는 눈 3부작의 마지막 작품으로 구상되었으나 그 자체 완결된 작품의 형태로 엮이게 된바 한강 작가의 문학적 궤적에서 작별하지 않는다가 지니는 각별한 의미를 짚어볼 수 있다 이로써 소년이 온다2014 흰2016 눈 연작2015 2017 등 근작들을 통해 어둠 속에서도 한줄기 빛을 향해 나아가는 인간의 고투와 존엄을 그려온 한강 문학이 다다른 눈부신 현재를 또렷한 모습으로 확인할 수 있게 되었다 오래지 않은 비극적 역사의 기억으로부터 길어올린 그럼에도 인간을 끝내 인간이게 하는 간절하고 지극한 사랑의 이야기가 눈이 시리도록 선연한 이미지와 유려하고 시적인 문장에 실려 압도적인 아름다움으로 다가온다"
작은 사람들의 일상사,권내현,푸른역사,"신선하고 흥미로운 밑으로부터의 역사
또 다른 역사하기를 위한 마중물 9편

역사를 읽는 또 다른 방법을 모색하다
 역사는 승자의 기록이란 말도 있지만 돌이켜보면 서민이나 민중은 역사를 갖지 못했다 소수의 권력자와 지식 엘리트들만이 역사를 남길 수 있었을 따름이다 게다가 우리는 국가 위인 자본 등 거시적 구조로 대부분의 역사를 읽어냈기 때문에 개인과 그 삶에 대해 그리고 시대별로 주어진 환경에 따라 인간다운 삶을 추구하는 양식을 제대로 파악하지 못했다 1990년대 한국에 소개된 일상사 연구는 일상 탐구를 통해 역사학이 처한 현재의 미로를 헤쳐 나가는 또 다른 방법을 모색하려는 시도이다

 민중사를 포괄 또는 뛰어넘는 방법론
 물론 20세기 초반 프랑스와 독일에서 시작된 일상사 연구의 개념이 확립된 것은 아니다 한국 연구자들 사이에서도 일치된 의견이 있지는 않다 그러기에 근대에 의해 파괴되는 일상르페브르 자본에 대항하는 일상하루투니언 생활세계로서의 일상하버마스 등 다양한 연구가 일상사의 이름으로 이뤄졌고 국내에서도 민중사 구술사 생애사 등 다양한 명칭과 방법론이 등장했다 이 책에 참여한 연구자들은 일상을 하나의 영역으로 보는 것은 오해라고 주장한다 그보다는 일상을 밑으로부터 시각의 하나로 이해하자고 제안한다 작은 사람들이 아래로부터 자기 삶의 조건에 규정되면서도 그 조건을 전유하는 실천으로서의 일상을 강조하는 것이다

 일상 속 사건으로 일상 다시 보기
 학문사적 의미를 떠나 책에 실린 글은 그 자체로 흥미롭다 18세기 영월 신씨가 여성의 청원과 소송을 분석한 김경숙은 남편이 부재한 상황에서 도망 노비 추쇄를 위해 소송은 물론 국왕에게 상언ㆍ격쟁도 불사하는 적극적 법 활동을 보여준다 일제강점기 조선인들이 삶은 한 방편으로 이뤄진 불온인물에 대한 투서라는 동조정병욱 195060년대 풍기문란의 내용과 이에 대한 여학생들의 저항소현숙 1970년대 전북 임실의 한 마을에 만연했던 폭력의 실태안승택 등 역사책에서는 만날 수 없는 흥미로운 역사를 마주할 수 있다 이 밖에 정치종교로서의 새마을 운동이상록 부산 형제복지원의 불운한 아이들주윤정 교토 민족학교 건립을 둘러싼 갈등이타가키 류타 등도 놓치기 아까운 글들이다

 일상사 연구자들의 성과를 한자리에
 이 책에 실린 9편의 글은 2019년 9월부터 2024년 7월까지 고려대와 독일 튀빙겐대학교 영국의 에딘버러대학교에서 열렸던 다섯 차례의 일상사 워크숍에서 발표된 논문을 골라 엮은 것이다 이보다 앞서 일상사 연구의 개척자인 독일 알프 뤼트케 교수의 일상사란 무엇인가2002가 번역 출간되었고 젊은 국내 학자들이 중심이 된 일상사로 보는 한국 근현대사2006가 출간되어 한국에서의 일상사 연구를 위한 물꼬를 튼 바 있다 이 책은 그간의 연구 공백을 메우며 현재 국내 일상사 연구의 성과를 부분적으로나마 한자리에서 엿볼 수 있다는 점만으로도 귀한 의미가 있다"
"저스티스의 한 뼘 더 깊은 세계사: 유럽 편 (5,000년 유럽사의 흐름이 단숨에 읽히는)",저스티스(윤경록),믹스커피,"세계를 뒤흔든 유럽사의 결정적 순간들
5000년 유럽사의 흐름을 단숨에 읽는 법

 역사 유튜브 저스티스의 첫 책 
 구독자 14만 누적 2700만 뷰의 인기 채널 
 믿고 보는 역사 채널 출간 요청 쇄도 

구독자 14만 누적 2700만 뷰를 자랑하는 역사 유튜브 저스티스의 유럽사 이야기를 단행본으로 출간했다 수메르 문명 그리스 문명 로마 제국으로 이어지는 고대 유럽사 혼란과 무질서 중세 한가운데서 십자군 전쟁으로 충돌하는 기독교와 이슬람 르네상스종교개혁대항해 시대 등 결정적 순간들이 펼쳐지는 근세 유럽 근대 들어 혁명과 자본과 제국의 소용돌이가 일어나고 현대 들어선 파국과 황금의 양극단이 혼란스럽다 방대하기 이를 데 없는 5000년 유럽사의 흐름을 단숨에 읽기 쉽게 스토리텔링하여 전한다 

이 책 저스티스의 한 뼘 더 깊은 세계사유럽 편는 세계를 뒤흔들기에 충분했던 유럽사의 결정적 순간들을 고대부터 중세 근세 근대 그리고 현대까지 연대기 순으로 압축하여 전한다 영상에서 미처 다루지 못한 부분을 채우고 정확하지 않은 표현을 수정했으며 적재적소에 사진과 그림 그리고 감각적인 지도를 배치해 영상보다 더 직관적으로 또 자세하게 독자분들께 다가가려 했다 영상과는 또 다른 매력을 기대해봐도 좋지 않을까 싶다"
절 마당에 앉아 (성진스님 인생 방편집),성진,김영사,"유쾌한 힐링 멘토 성진스님이 전하는 
따뜻한 마흔 가지 인생 방편집

어쩌다 어른역사저널 그날 라디오 여성시대 양희은 김일중입니다 등 다양한 프로그램을 통해 대중과 친근하게 소통 중인 성진스님의 행복하게 사는 마흔 가지 인생 방편을 담았다 절 마당에 앉아 여러 인연들과 인간관계 일상생활 내면의 불안 은퇴 후 삶 등 현대인이 겪는 고민에 관해 이야기 나누고 따뜻한 시선과 불교적 지혜를 바탕으로 삶의 지침을 제시해 저마다의 삶을 돌아보고 위로받을 수 있도록 돕는다 특히 각 장마다 불경 말씀을 인용해 읽고 써보며 삶의 의미가 마치 향냄새가 몸에 스미듯 자연스럽게 몸에 스미도록 해 인생을 둥글고 환하게 살도록 이끌어준다"
정관스님 나의 음식,정관^후남 셀만,윌북,"즐겁게 드시라 걱정도 미움도 본래는 없다

세계에서 가장 유명한 사찰음식 명장
넷플릭스 다큐멘터리 셰프의 테이블 화제의 주인공
정관스님의 삶과 사계절 레시피를 담은 특별한 에세이

세계에서 가장 유명한 사찰요리 명장 정관스님의 첫 번째 에세이가 출간된다 한 그릇 음식에 담긴 지혜와 정성스레 정리한 사계절 레시피 58개를 아름다운 사진과 함께 담아냈다 정관스님은 도란도란 대화를 나누듯 무엇을 어떻게 먹어야 더 건강하고 행복해질 수 있는지 이야기를 들려준다 향기로운 차 한 잔을 마시는 듯한 고요한 기쁨이 책장마다 서려 있다 

정관스님은 열일곱 살에 출가한 이래로 50여 년 동안 몸과 마음을 맑히는 사찰음식을 만들고 알리는 일에 힘써왔다 넷플릭스 최고의 화제작 셰프의 테이블 출연은 정관스님과 스님의 음식을 우리나라를 넘어 전 세계에 널리 알리는 계기가 되었다 뉴욕 타임스는 정관스님을 철학자 셰프라 소개했고 세상에서 가장 진귀한 음식을 맛보고 싶다면 스님이 계신 천진암으로 가야한다며 찬사를 보냈다 이제는 매해 세계 각지에서 수백 명의 방문객과 미쉐린 스타 셰프들이 스님의 음식을 맛보고 배우기 위해 천진암을 찾는다

이 책은 정관스님이 한땀 한땀 집필한 레시피를 최초로 공개한다는 점에서 더욱 특별하다 스님의 시그니처 음식인 표고버섯 조청 조림부터 여름 토마토장아찌 가을 우엉 고추장 양념구이 스님이 자기 음식의 비결로 꼽는 각종 양념장과 청 담그는 방법까지 자연의 기쁨을 온몸으로 느끼며 각 계절에 가장 영양가가 풍부한 채소를 배우고 식재료 고유의 맛과 풍미를 살리며 음식에 건강한 에너지를 불어넣는 법을 만날 수 있다 

사찰음식은 인생이라는 수행길을 가는 누구에게나 더 좋은 삶을 살도록 돕는 지혜의 음식이다 정관스님은 요리도 수행이라 말한다 순간에 집중하며 재료 하나하나에 정성을 다하고 자꾸만 더하는 게 아니라 덜어내는 일 스님 말씀처럼 이렇게 만든 요리는 생에 큰 힘이 된다 어쩌면 스님이 우리에게 가르쳐주는 것은 레시피가 아니라 내 삶을 정갈하게 돌보는 일일 것이다"
제16회 젊은작가상 수상작품집(2025),백온유^강보라^서장원^성해나^성혜령^이희주^현호정,문학동네,"오늘 한국문학이 마침내 도달한 가장 높은 끓는점
우리의 체온을 뜨겁게 달구는 일곱 편의 열망들

한국문학의 새로운 미래를 함께하고자 2010년 제정된 젊은작가상이 올해로 어느덧 16회를 맞이했다 데뷔 십 년 이내의 젊은 작가들이 한 해 동안 발표한 소설 가운데 지금 여기에서 창발하는 문제의식을 가장 예리한 시선으로 포착해낸 작품에 주목하고자 마련된 젊은작가상은 지난해까지 모두 66명에 이르는 새로운 얼굴을 소개하며 한국문학에 생기를 더했다 올해 젊은작가상에 이름을 올린 수상 작가는 백온유 강보라 서장원 성해나 성혜령 이희주 현호정이다 이 상의 수상자로는 처음 이름을 올린 백온유 강보라 서장원 이희주 네 명의 등장이 반갑고 특히 젊은작가상 첫 수상을 대상으로 장식한 백온유의 성취가 뜻깊다 2023년 수상자인 성혜령 현호정 2024년 수상자인 성해나의 재등장은 현재 한국문학을 이끌어가는 주역이 누구인지를 가늠케 해준다 끓고 끓다가 마침내 비등점에 도달한 듯 폭발적인 에너지를 쏟아내는 작품들 삶을 돌아보게 하고 문학의 존재 가치를 실감하게 이끌어줄 일곱 편의 소설이 우리 앞에 찾아왔다

 젊은작가상 수상자들에게는 상금 각 700만원과 트로피가 수여되며 수상작품집의 인세10가 상금을 상회할 경우 초과분에 대한 인세를 수상자 모두에게 똑같이 나누어 지급한다 수상작품집은 젊은 작가들을 널리 알리자는 상의 취지에 따라 출간 후 1년 동안은 특별보급가로 판매한다"
제2차 냉전 시대,제이슨 솅커,더페이지,"다가올 미래 누가 지배할 것인가
블룸버그 선정 세계 1위 미래 전략가 제이슨 솅커가 
예측하는 가장 정확한 제2차 세계 냉전의 통찰

신냉전의 전장에 선 지금 준비할 것인가 당할 것인가
혼돈의 시대 전략은 선택이 아니라 생존이다

전쟁은 시작됐다 제이슨 솅커는 그 전장의 지도를 우리 손에 쥐여 준다 _포브스

지금 전 세계는 생존을 건 제2차 냉전에 돌입했다 과거 냉전과는 차원이 다르다 국가 간 물리적 충돌 대신 공급망은 무기화되고 기술이 국경을 대신하며 정보와 데이터가 전장의 중심이 되는 새로운 전쟁이 펼쳐지고 있다 작가 제이슨 솅커는 블룸버그가 선정한 세계 1위 미래 전략가다 미국 국방성 국무부 나토 CIA 연방준비제도이사회 등 다양한 정부국제 기구민간 부문에서 전략 자문가로 활동하며 1200회 이상 기조연설을 해왔다 그는 코로나19로 전 세계가 극심한 불확실성에 휩싸였을 때 코로나 이후의 세계를 통해 위기를 기회로 바꾸는 방향을 제시하며 주목받았다 그리고 2025년 들어 더욱 격화되는 신냉전 상황에서 그는 이 책 제2차 냉전 시대로 다시 한번 예리한 통찰과 전략적 시각을 보이며 전례 없는 글로벌 갈등의 실체를 날카롭게 해부한다

미국과 중국 러시아 이란 북한을 중심으로 형성된 양극 체제는 더 이상 강대국 경쟁만이 아니다 그것은 이미 구조화된 냉전 질서이며 우리가 매일 마주하는 경제적ㆍ기술적ㆍ안보적 혼란의 원인이기도 하다 작가는 말한다 이 전쟁은 더 이상 탱크와 미사일로만 이루어지지 않는다고 이제 전장을 지배하는 것은 반도체 에너지 희토류 알고리즘 그리고 AI 기반의 허위 정보다 국가 간 경제가 긴밀히 연결된 시대 공급망을 끊고 기술을 차단하는 것이 곧 적국을 무너뜨리는 가장 강력한 전략이 되었다 이 책에서 그는 관세가 경제적 방패이자 칼이 되는 구조 사이버전이 국가 안보의 중심으로 부상한 현실 그리고 기술 패권을 둘러싼 양극화된 세계를 조망한다

작가는 신냉전이라는 시대상을 통해 공포를 부추기려는 것이 아니라 이 복합적 갈등을 헤쳐나가기 위한 전략적 시나리오를 제시한다 기업 정부 군 개인 모두가 미래를 사고하는 법을 익히고 그에 맞춰 조직의 구조와 사고방식을 재설계해야 한다 이제 경제 안보 사이버 방어 기술 주권 공급망 회복 탄력성은 선택이 아니라 생존의 기준이다
제2차 냉전 시대는 예언이 아니다 이는 선언이자 현실이며 동시에 행동을 요구하는 전략서다 이 책은 당신이 어떤 위치에 있든 이 냉전의 한복판에 서 있다는 사실을 일깨운다 그리고 그 전장의 지도를 건네준다 이제 선택은 당신의 몫이다 준비할 것인가 무방비로 당할 것인가"
제국의 음모,하스미 시게히코,문학과지성사,"어쩌면 이 고귀한 사생아는 자기동일성의 애매함 자체가 하나의 무기가 될 수 있는 시대의 도래를 예감하고 있었으며 과감하게 익명성에 집착함으로써 이러한 시대의 지배적인 풍조에 잘 영합하고 있었는지도 모른다

일본의 불문학자이자 문학비평가 하스미 시게히코의 제국의 음모1991가 문학과지성사의 채석장 시리즈로 출간되었다 하스미 시게히코는 가라타니 고진과 더불어 일본을 대표하는 지식인으로 손꼽히지만 국내에서는 영화비평가로서의 면모가 더 부각되어왔다 제국의 음모는 그의 본업인 문학비평가로서의 작업에 보다 가까운 책으로 나폴레옹 보나파르트의 조카인 루이 나폴레옹과 그의 의붓동생 드 모르니가 보나파르트의 쿠데타를 모방해 일으킨 1851년 12월 2일의 쿠데타를 소재로 삼는다 마르크스는 헤겔은 어딘가에서 세계사에서 막대한 중요성을 지닌 사건과 인물 들은 두 번 반복된다고 말했다 그러나 그는 이렇게 덧붙이는 것을 잊었다 첫번째는 비극으로 그다음에는 소극으로라는 유명한 문장으로 시작되는 루이 보나파르트의 브뤼메르 18일에서 이 사건의 정치적 과정을 분석한 바 있다 하스미는 마르크스의 분석이 매우 예리하긴 하지만 몇 가지 중대한 측면을 간과함으로써 사건의 본질을 간파하는 데 결정적으로 실패했다고 지적하면서 마르크스가 이름만 거론하고 넘어갔던 드 모르니라는 인물을 무대 중앙으로 끌고 나온다 하스미는 루이 보나파르트가 나폴레옹 3세로서 즉위하는 1852년부터 폐위가 결정되는 1870년까지의 제2제정기에 대大나폴레옹의 열화된 모방품에 불과했던 루이 나폴레옹과 가짜 이름을 지닌 지극히 범용한 존재였던 의붓동생이 모의한 이 1851년의 쿠데타가 어떤 방식으로 작동했는지 서술하면서 이를 포스트모던의 핵심적 장면으로 그리고 드 모르니를 포스트모던 최초의 전형적 인물로 바라보는 흥미로운 해석을 내놓는다"
조선 궁궐의 직업 세계 (궁궐은 조선 시대 최고의 일터였다),박영규,옥당북스,"궁궐은 조선 시대 최고의 일터였다

조선 궁궐 안에는 20여 개의 관청이 있었다 이곳에서는 양반부터 노비까지 다양한 계층의 사람들이 매일같이 출퇴근하며 근무했다 이들은 신분에 상관없이 궁궐에서 근무한다는 사실만으로도 대단한 자부심을 느꼈다 심지어 계약직이거나 월급이 없더라도 궁궐에서 근무하는 것을 매우 선호했다 그만큼 궁궐은 조선인들에게 꿈의 직장이었다
작가는 이 책에서 궁궐에서 일하는 다양한 직업군과 근무 환경을 소개한다 조선인들이 가장 원하는 직장은 어디였는지 무슨 일을 하고 얼마를 벌었는지 직업 문화는 어땠는지 등을 직업별로 나누어 살펴볼 수 있다"
주택청약의 모든 것(2025~2026) (한국부동산원 청약홈이 선보이는 대한민국 주택청약 바이블),한국부동산원,한빛비즈,"신혼부부신생아 가족 내 집 마련 필독서
4년 연속 대한민국 No1 주택청약서
2025년 4월 시행된 주택청약제도 완벽 반영
출간 후 변경되는 청약 정보 업데이트 서비스

청약업무 수행기관 한국부동산원이
정확하고 쉽게 풀어 설명한
20252026년 주택청약의 모든 것

2025년 3월 31일 개정시행된 주택청약제도를 반영하여 주택청약의 모든 것이 4번째 개정판을 출간했다 매년 새롭게 바뀌는 주택청약제도를 정확하게 담고 복잡한 제도를 쉽게 설명함으로써 독자들에게 큰 사랑을 받고 있는 이 책은 2022년 초판이 출시된 이래 지금까지 4년 연속 스테디셀러로 자리매김하고 있다 이번 20252026년 최신 개정판 역시 청약업무 수행기관인 한국부동산원이 직접 써 변경된 제도를 완벽하고 꼼꼼하게 해설했다

대한민국 청약제도가 매년 개정에 개정을 거듭하고 있지만 그 방향은 뚜렷하다 가족이 안정적으로 거주할 수 있는 환경을 제공함으로써 저출산 시대의 위기를 극복하겠다는 것이다 그에 따라 신혼부부와 2세 이하의 자녀를 둔 신생아 가정에 대한 청약 조건이 크게 완화됐다 이들을 대상으로 한 공급 물량이 대폭 늘어났으며 특별공급에 최대 3회까지 청약할 수 있다 공공주택 신생아 특별공급 외에도 공공주택 일반공급 물량의 50와 신혼부부생애최초 특별공급 물량의 35 20를 신생아 가정에 우선공급한다 또한 배우자나 본인이 주택을 소유했거나 주택청약에 당첨된 이력이 있어도 특별공급에 한 번 이상 청약할 수 있는 기회가 주어진다 구체적인 자격조건을 확인하여 주어진 기회가 있다면 최대한 활용해보자

또한 청약예부금과 청약저축을 모든 주택 유형에 청약할 수 있는 주택청약종합저축통장으로 전환할 수 있게 되면서 청약통장 활용법이 더욱 다양해졌다 이와 같은 최신 개정 내용 외에도 각 공급별 신청 자격과 소득 기준 공급 유형별 배점과 선정 방식 등 청약자라면 기본적으로 알고 있어야 할 정보 역시 일목요연하게 정리되어 있다 독자들의 청약 당첨을 기원하며 출간 후 추가로 청약 정보가 변경될 경우 한국부동산원이 신속하게 업데이트할 예정이며 해당 내용은 책 속 QR코드를 스캔하여 확인할 수 있다"
징비록 (전란을 극복한 불후의 기록),유성룡,을유문화사,"초간본의 의도를 최대한 살린 충실한 번역
전란의 시대를 깊이 있게 조망한 불후의 기록

2024년 개정판 징비록은 현대 독자들의 편의를 위해 240여 개의 각주를 덧붙이고 임진왜란과 관련된 이미지들을 포함시켜 당시 상황을 파악할 수 있는 시각적인 자료를 포함한 것이 큰 특징이다 아울러 한자 원문을 삽입하고 모든 한자에 독음을 달아 번역의 충실도를 높였다 현재까지 전해지는 징비록은 초간본과 간행본으로 16권본 2권본이 남아 있다 그중에서 이 책은 가장 원천이 되는 초간본 징비록을 번역의 원전으로 삼았다 다만 이 책의 서문은 초본에 해당 부분이 없어진 탓으로 간행본의 서문을 택했다 또한 역자의 해제를 앞에 덧붙여 징비록을 처음 접하는 독자들에게 책의 배경과 의의 등을 설명했다 

임진왜란을 다룬 책으로 이순신의 난중일기와 쌍벽을 이루는 징비록은 국보 제132호에 지정되어 있는 기록물로서 임진왜란과 정유재란을 객관적이고 사실적으로 들여다볼 수 있는 몇 안 되는 책 가운데 하나이다 특히 징비록은 당시 왜란을 겪으면서 치열한 역사의 현장을 진두지휘했던 재상의 기록이란 점에서 당시 시대 상황을 보다 폭넓게 보여 준다 또한 당시 명과 일본과의 외교 문제 전투와 보급 등 쟁점이 되었던 사안들에 대한 조정의 논의를 볼 수 있어 전체 전란을 위에서 내려다보는 듯한 입체적이고 생생한 경험을 하게 해 준다 이순신을 비롯해 오성과 한음으로 유명한 이항복과 이덕형 정철 신립 이일 원균 등 당시를 풍미했던 무신과 문신들에 관한 기록과 인물평 역시 역사적 가치가 높다

임진왜란 7년의 역사를 가감 없이 기록한
명재상 유성룡의 혜안과 처절한 자기반성

유성룡은 자서自序에서 임진란의 쓰라린 경험을 거울삼아 다시는 그러한 수난을 겪지 않도록 후세를 경계하도록 한다는 바람에서 이 책을 집필하였다고 썼다 이 같은 그의 의도는 시경에서 나오는 내 지나간 일을 징계懲하고 뒷근심이 있을까 삼가毖노라라는 문구에서 따온 이 책의 이름 징비록懲毖錄에서도 잘 드러난다 이를 위해 유성룡은 자신이 속한 당파에서 벗어나 최대한 중립적인 입장에서 가감 없이 기록하는 한편 후대를 위해 전란을 겪으면서 얻은 경험과 지혜 방책 등을 세세히 기록하고 있다 심지어는 자신에게 과오가 있었다 하더라도 그것까지도 숨기지 않고 담담한 심경으로 썼다 이러한 객관적이면서도 명철한 서술과 치열한 자기반성은 오늘날 위정자들이 어떠한 자세로 임해야 하는가에 대한 반면교사로 삼을 만하다 전란을 맞아 보이는 다양한 인물 군상들의 모습 역시 오늘날 시사하는 바가 크다

징비록을 보면 유성룡의 뛰어난 혜안을 곳곳에서 볼 수 있다 이순신을 천거하여 왜군에 대비토록 한 사실은 이미 널리 알려져 있다 이 외에도 그는 무너졌던 진관법을 재정비할 것을 선조에게 건의하기도 했다 당시에는 오랫동안 평화가 지속되면서 조선의 기본적인 방어 체제였던 진관법이 유명무실해지고 제승방략으로 바뀌어 있었다 제승방략은 각 지방의 군사들을 한곳에 모아 중앙에서 장군을 파견해 함께 힘을 합쳐 싸우는 방법이었으나 전투에서 패할 경우 한 번에 뚫릴 위험이 있었다 신립이 충주의 탄금대 전투에서 대패하고 서울까지 단번에 길을 내준 것이 이를 방증한다 유성룡은 이러한 위험성을 이미 알고 있었던 것이다 또한 그는 성의 수축에도 관심이 많았다 이것은 징비록에 실린 녹후잡기에 실린 성가퀴와 옹성에 관한 그의 글을 통해서도 잘 알 수 있다 이외에도 징비록 곳곳에서 보급과 전시 행정에 불철주야 노력하는 유성룡의 모습을 볼 수 있다 이순신이 조선 역사상 가장 큰 시련의 시기를 거치며 망국의 갈림길에 들어서 있던 조선을 칼로써 지켜냈다면 유성룡은 붓으로써 조선을 지켜낸 것이다 징비록은 그러한 문신 유성룡의 지혜와 경험이 녹아들어 있는 진수가 담긴 책이다"
채식주의자 (한강 소설ㅣ2024년 노벨문학상 수상작가),한강,창비,"인터내셔널 부커상 산클레멘테 문학상 수상작
전세계가 주목한 한강의 역작을 다시 만나다

2016년 인터내셔널 부커상을 수상하며 한국문학의 입지를 한단계 확장시킨 한강의 장편소설 채식주의자를 15년 만에 새로운 장정으로 선보인다 상처받은 영혼의 고통과 식물적 상상력의 강렬한 결합을 정교한 구성과 흡인력 있는 문체로 보여주는 이 작품은 섬뜩한 아름다움의 미학을 한강만의 방식으로 완성한 역작이다 탄탄하고 정교하며 충격적인 작품으로 독자들의 마음에 그리고 아마도 그들의 꿈에 오래도록 머물 것이다라는 평을 받으며 인터내셔널 부커상을 수상했던 채식주의자는 미국 문학계에 파문을 일으키면서도 독자들과 공명할 것으로 보인다뉴욕타임스 놀라울 정도로 아름다운 산문과 믿을 수 없을 만큼 폭력적인 내용의 조합이 충격적이다가디언라는 해외서평을 받았고 2018년에는 스페인에서 산클레멘테 문학상을 받는 등 전세계에서 뜨거운 반응을 일으켰다 국내에서는 현재까지 100만부 가까이 판매되었다

채식주의자는 어느 날부터 육식을 거부하며 가족들과 갈등을 빚기 시작하는 영혜가 중심인물로 등장하는 장편소설이다 하지만 소설은 영혜를 둘러싼 세 인물인 남편 형부 언니의 시선에서 서술되며 영혜는 단 한번도 주도적인 화자의 위치를 얻지 못한다 가족의 이름으로 자행되는 가부장의 폭력 그리고 그 폭력에 저항하며 금식을 통해 동물성을 벗어던지고 나무가 되고자 한 영혜가 보여주는 식물적 상상력의 경지는 모든 세대 독자를 아우르며 더 크나큰 공명을 이루어낼 것이다"
"초월하는 뇌 (인간의 뇌는 어떻게 영성, 기쁨, 경이로움을 발명하는가)",앨런 라이트맨,다산초당,"어두운 밤하늘을 가득 메운 별을 바라볼 때 느껴지는 경이감 사랑하는 이의 기쁜 얼굴을 볼 때 느껴지는 짜릿한 행복감 감미로운 음악이나 아름다운 미술 작품을 마주할 때 느끼는 황홀감 붉게 물든 하늘과 나선형의 조개껍데기에 깃든 신비로움을 경험할 때 느끼는 매혹까지 우리는 이따금 나라는 존재를 초월하여 타인과 우리를 둘러싼 자연 나아가 이 우주와 연결되어 있다는 말로 설명하기 힘든 느낌을 받는다 과학은 이러한 경험을 모두 원자와 분자의 화학작용으로 설명할 수 있다고 주장하지만 많은 사람이 주장의 타당성에 고개를 끄덕이면서도 이 사실을 마음속 깊이 받아들이지는 못한다 어떻게 한낱 원자와 분자로 이루어진 뇌에서 나라는 감각이 이토록 생생한 생각과 감정이
말로 표현하기조차 어려운 독특한 감각이 생겨날 수 있을까 우리는 어떻게 과학적 세계관을 살아가는 동안 마주하는 이토록 경이로운 경험들과 공존시킬 수 있을까 
물리학자이자 인문학자 소설가인 앨런 라이트먼은 신작 초월하는 뇌에서 물질적인 뇌가 어떻게 인간의 고유한 경험과 의식을 만들어내는지 심도 있게 탐구한다 이 책은 물질적인 뇌가 어떻게 자아 영혼 같은 비물질적이고 초월적인 경험을 만들어내는가라는 까다로운 질문에 대한 라이트먼의 응답이다 이 책에서 그는 과학 철학 심리 분야를 넘나들며 아리스토텔레스부터 데카르트 아인슈타인에 이르기까지 인간의 의식과 경험에 관한 인류 최고 지성의 사유를 들려준다 또한 과학의 최전선에서 최신 이론을 만들어내는 동시대 과학자들과의 대화를 바탕으로 입자와 힘의 세계와 인간의 경이로운 경험 사이에 이 둘이 양립할 수 있는 새로운 자리를 만들어낸다 
인간의 고유한 의식과 감각 경험을 바라보는 새로운 관점을 제안하는 이 책을 통해 독자는 자신을 둘러싼 삶의 경이를 다시금 발견하고 더욱 충만한 삶을 살아갈 수 있을 것이다"
침묵의 퍼레이드,히가시노 게이고,재인,"미스터리의 제왕 히가시노 게이고의 페르소나 유가와 마나부가 돌아왔다 전작 금단의 마술에서 사건을 해결한 후 홀연히 미국으로 떠났던 그가 이번 신작 침묵의 퍼레이드에서 다시 탐정 갈릴레오로 돌아와 의문의 사건을 해결하러 나선다



침묵의 퍼레이드는 30년 가까이 이어지고 있는 히가시노 게이고의 인기 연작 추리소설 탐정 갈릴레오 시리즈의 아홉 번째 작품으로 발표와 동시에 독자들로부터 탐정 갈릴레오의 재시동이라는 기대와 전대미문의 걸작이라는 찬사를 한 몸에 받은 화제작이다



lt주간문춘gt의 미스터리 베스트 10 국내 부문 1위에 오른 것을 시작으로 2022년에는 영화로 제작되어 흥행 수입 30억 엔키네마 순보 발표을 기록했으며 영화에서 주인공 유가와 역을 맡았던 후쿠야마 마사하루는 2023년 제47회 호치영화상에서 처음으로 남우주연상을 수상하는 등 다양한 기록을 남겼다 일본에서 탐정 갈릴레오 시리즈는 대부분 TV 드라마로 제작 방영되었는데 그중 극장판으로 만들어진 것은 용의자 X의 헌신2008년 한여름의 방정식2013년에 이어 이번이 세 번째다"
